date,txVolume_USD,txCount,marketcap_USD,price_USD,exchangeVolume_USD,generatedCoins,fees
10-08-17,324784286.8,4922,1493200000,200.96,30972000,1981.623551,3.22270586
11-08-17,143430128.2,5600,1502990000,205.79,28677400,1967.211743,3.23417995
12-08-17,115074664,6054,1543820000,205.49,30017500,1981.623551,4.61173753
13-08-17,103747021.6,6500,1539490000,198.17,36281800,1974.417647,3.56106174
14-08-17,71242975.54,6089,1485500000,199.44,29888400,1992.432406,4.3351509
15-08-17,54511408.18,6356,1496920000,203.52,37532600,1945.594031,4.08733123
16-08-17,90821073.13,6348,1527710000,232.02,63100100,1974.417647,3.96859648
17-08-17,466813796.8,7622,1736000000,233.62,98375500,1978.020599,4.32906153
18-08-17,155205842.3,6316,1753350000,224.28,50324200,1974.417647,4.11736964
19-08-17,229307769.5,9516,1685040000,288.7,220487000,1978.020599,5.99294421
20-08-17,103097156.4,7374,2162080000,294.2,107973000,1978.020599,3.83583102
21-08-17,55435486.07,6277,2204480000,279.58,58023900,1985.226502,4.07017521
22-08-17,71821469.95,6304,2103900000,291.5,74971200,1956.402887,4.14142008
23-08-17,55132592.65,5985,2180790000,292.57,47798300,1992.432406,4.53467895
24-08-17,98009342.95,6558,2200130000,315.37,58804500,1963.608791,3.71577875
25-08-17,110122680.8,6327,2388160000,315.89,53632700,1978.020599,3.75794848
26-08-17,728012672.6,9500,2369010000,399.85,267415000,1956.402887,6.47225526
27-08-17,151275748.6,8312,3009530000,362.89,121516000,1974.417647,4.19022311
28-08-17,93047541.4,7041,2725220000,356.78,57630700,1967.211743,5.61582414
29-08-17,119984596.2,6763,2685760000,359.55,50014900,1974.417647,5.33201009
30-08-17,100606618.4,7216,2704790000,368.34,44586300,1985.226502,4.94580514
31-08-17,123084978.1,6980,2773030000,378.32,34978600,1981.623551,4.33227357
01-09-17,73408309.34,8192,2844110000,393.35,55440700,1967.211743,4.38352891
02-09-17,49589684.76,7356,2962400000,350.17,54813400,1985.226502,4.90414736
03-09-17,139091506.2,5503,2670270000,356.39,34945200,6368.175458,3.56424636
04-09-17,48562494.59,7188,2689920000,316.13,44170200,1992.432406,4.302631
05-09-17,68084928.04,7172,2388710000,327.23,53928800,1981.623551,4.48395906
06-09-17,64421413.34,6170,2474300000,347.17,35294300,1978.020599,5.13078124
07-09-17,37291953.9,5580,2612980000,343.91,24715700,1974.417647,3.70042142
08-09-17,48860985.52,7612,2591570000,333.21,63012500,1958.608791,8.90921114
09-09-17,325594643.2,6072,2527540000,323.14,23244600,1970.814695,3.75955074
10-09-17,46449435.36,5319,2439780000,320.11,27435400,1980.226502,7.95401897
11-09-17,45481343.32,6334,2431230000,318.4,25159900,1958.608791,8.46463624
12-09-17,81219878.66,6159,2404680000,325.97,27190400,1986.035358,14.1989502
13-09-17,38047776.49,6070,2452930000,301.29,28322500,1958.608791,9.22146908
14-09-17,45211846.44,6242,2275100000,236.24,35013800,1981.623551,4.33060041
15-09-17,790194472.4,8019,1784040000,284.36,72695500,1967.210543,5.15884882
16-09-17,84655058.56,7215,2150800000,298.86,43702600,1981.623551,4.63287754
17-09-17,95043896.44,5809,2257850000,313.84,38081600,1970.814695,3.79264866
18-09-17,101708608.4,7156,2359070000,333,56189000,1978.020599,4.82716318
19-09-17,51332042.45,6918,2524200000,324.26,34362500,1996.035358,3.91140952
20-09-17,83967616.27,6181,2450240000,342.43,74246200,1978.020599,4.43257442
21-09-17,179876698,8038,2591910000,330.05,146454000,1999.63831,5.90089361
22-09-17,142286936.4,6703,2507060000,346.58,90613000,1967.211743,4.17940854
23-09-17,56634291.93,5148,2626220000,350.79,55928100,1981.623551,2.47050016
